  2.0239913e-002 -2.6102462e-002 -2.1887231e-002 -1.1777283e-002  2.6030229e-002
  3.6992800e-002 -4.0129716e-002 -3.8786103e-002 -5.3056540e-003  3.7825404e-002
  3.4757865e-002 -3.4658953e-002 -3.2871534e-002 -4.9251366e-003  4.2030799e-002
  4.2033002e-002 -4.2391451e-002 -3.8216367e-002 -1.0363111e-003  4.7210676e-002
  3.4757865e-002 -3.4658953e-002 -3.2871534e-002 -4.9251366e-003  4.2030799e-002
  1.5802364e-002 -2.2069441e-002 -9.7634551e-003 -1.0090744e-002  2.8800203e-002
  6.3246136e-003 -1.5774685e-002  1.7905844e-003 -1.2673548e-002  2.2184905e-002
 -1.2630887e-002 -3.1851723e-003  2.4898663e-002 -1.7839155e-002  8.9543087e-003
 -1.2630887e-002 -3.1851723e-003  2.4898663e-002 -1.7839155e-002  8.9543087e-003
  9.3575783e-003 -9.8517655e-003 -1.7554267e-003 -9.9715324e-003  1.8929533e-002
  3.5588216e-002 -3.0173775e-002 -3.0208338e-002 -9.1709938e-004  3.7340005e-002
  3.5588216e-002 -3.0173775e-002 -3.0208338e-002 -9.1709938e-004  3.7340005e-002
  3.0548015e-002 -2.7912041e-002 -3.0778075e-002 -5.1864423e-003  2.7954733e-002
  3.0548015e-002 -2.7912041e-002 -3.0778075e-002 -5.1864423e-003  2.7954733e-002
  4.0025765e-002 -3.4206797e-002 -4.2332115e-002 -2.6036386e-003  3.4570032e-002
  4.7300902e-002 -4.1939294e-002 -4.7676947e-002  1.2851869e-003  3.9749908e-002
  5.5374068e-002 -3.8278110e-002 -5.0653222e-002  8.2565453e-003  4.5879808e-002
  2.6110466e-002 -2.3879019e-002 -1.8654299e-002 -3.4999031e-003  3.0724707e-002
  7.1549646e-003 -1.1289507e-002  4.4537801e-003 -8.6655106e-003  1.7494111e-002
 -4.5253996e-003 -6.4324917e-003  2.2217026e-002 -9.9422926e-003  9.4433908e-003
 -3.5796239e-002  1.6151253e-002  5.0100202e-002 -2.3266069e-002 -1.8352354e-002
 -2.8521102e-002  8.4187553e-003  4.4755369e-002 -1.9377243e-002 -1.3172477e-002
 -3.5796239e-002  1.6151253e-002  5.0100202e-002 -2.3266069e-002 -1.8352354e-002
  2.7497372e-003 -1.4164989e-002  1.6872194e-002 -6.0534671e-003  1.4623267e-002
  7.1549646e-003 -1.1289507e-002  4.4537801e-003 -8.6655106e-003  1.7494111e-002
  2.8345401e-002 -2.9349782e-002 -2.4568868e-002 -3.8804206e-003  2.6519311e-002
  4.2260700e-002 -3.9677560e-002 -4.8246684e-002 -2.9841560e-003  3.0364636e-002
  5.1738451e-002 -4.5972316e-002 -5.9800723e-002 -4.0135224e-004  3.6979934e-002
  6.1216201e-002 -5.2267072e-002 -7.1354763e-002  2.1814515e-003  4.3595232e-002
  7.3531540e-002 -6.2261304e-002 -7.6129859e-002  1.0339620e-002  5.8160380e-002
  5.6778652e-002 -4.8234050e-002 -5.9230987e-002  3.8679907e-003  4.6365206e-002
  6.0988503e-002 -5.4980963e-002 -6.1324446e-002  4.1292964e-003  6.0441272e-002
  6.6256403e-002 -5.4528807e-002 -7.0785026e-002  6.4507944e-003  5.2980504e-002
  6.4021468e-002 -4.9058044e-002 -6.4870457e-002  6.8313119e-003  5.7185900e-002
  6.6028705e-002 -5.7242698e-002 -6.0754709e-002  8.3986394e-003  6.9826544e-002
  5.8753568e-002 -4.9510200e-002 -5.5409877e-002  4.5098139e-003  6.4646668e-002
  5.8753568e-002 -4.9510200e-002 -5.5409877e-002  4.5098139e-003  6.4646668e-002
  7.1264283e-002 -4.9882037e-002 -7.0509927e-002  9.7946330e-003  6.8006594e-002
  6.8231319e-002 -5.5804957e-002 -6.6963916e-002  7.0926176e-003  7.1261966e-002
  6.2360766e-002 -5.8028400e-002 -7.0196848e-002 -1.1847625e-003  6.6567488e-002
  6.3191117e-002 -5.3543222e-002 -6.7533653e-002  2.8232747e-003  6.1876694e-002
  5.3713366e-002 -4.7248466e-002 -5.5979613e-002  2.4047094e-004  5.5261396e-002
  2.9717664e-002 -3.2397219e-002 -3.3441271e-002 -9.1944795e-003  3.2645527e-002
  2.9717664e-002 -3.2397219e-002 -3.3441271e-002 -9.1944795e-003  3.2645527e-002
  3.9195414e-002 -3.8691975e-002 -4.4995310e-002 -6.6116757e-003  3.9260826e-002
  5.8150915e-002 -5.1281487e-002 -6.8103389e-002 -1.4460682e-003  5.2491422e-002
  6.7628666e-002 -5.7576243e-002 -7.9657429e-002  1.1367355e-003  5.9106720e-002
  7.4903803e-002 -6.5308741e-002 -8.5002261e-002  5.0255610e-003  6.4286596e-002
  8.2374316e-002 -6.3418843e-002 -1.0067205e-001  6.0410373e-003  5.8261250e-002
  8.9649453e-002 -7.1151341e-002 -1.0601688e-001  9.9298628e-003  6.3441127e-002
  1.0416741e-001 -7.9707831e-002 -1.1700118e-001  1.6782009e-002  7.9441697e-002
  1.0416741e-001 -7.9707831e-002 -1.1700118e-001  1.6782009e-002  7.9441697e-002
  9.4689655e-002 -7.3413075e-002 -1.0544714e-001  1.4199206e-002  7.2826399e-002
  6.6256403e-002 -5.4528807e-002 -7.0785026e-002  6.4507944e-003  5.2980504e-002
  4.7300902e-002 -4.1939294e-002 -4.7676947e-002  1.2851869e-003  3.9749908e-002
  2.8345401e-002 -2.9349782e-002 -2.4568868e-002 -3.8804206e-003  2.6519311e-002
  1.8867650e-002 -2.3055026e-002 -1.3014829e-002 -6.4632243e-003  1.9904013e-002
  1.8867650e-002 -2.3055026e-002 -1.3014829e-002 -6.4632243e-003  1.9904013e-002
  2.8345401e-002 -2.9349782e-002 -2.4568868e-002 -3.8804206e-003  2.6519311e-002
  3.5588216e-002 -3.0173775e-002 -3.0208338e-002 -9.1709938e-004  3.7340005e-002
  6.1818854e-002 -5.0495785e-002 -5.8661250e-002  8.1373336e-003  5.5750478e-002
  7.1296605e-002 -5.6790541e-002 -7.0215290e-002  1.0720137e-002  6.2365776e-002
  8.0774355e-002 -6.3085298e-002 -8.1769329e-002  1.3302941e-002  6.8981074e-002
  7.3499218e-002 -5.5352800e-002 -7.6424497e-002  9.4141156e-003  6.3801198e-002
  6.3191117e-002 -5.3543222e-002 -6.7533653e-002  2.8232747e-003  6.1876694e-002
  5.3713366e-002 -4.7248466e-002 -5.5979613e-002  2.4047094e-004  5.5261396e-002
  4.9275817e-002 -4.3215444e-002 -4.3855837e-002  1.9270101e-003  5.8031370e-002
  4.9275817e-002 -4.3215444e-002 -4.3855837e-002  1.9270101e-003  5.8031370e-002
  4.9275817e-002 -4.3215444e-002 -4.3855837e-002  1.9270101e-003  5.8031370e-002
